Admin View,,,,,,
New user Amorous Camel joined the chat,,,,,,
New user Earnest Pufferfish joined the chat,,,,,,
2021-3-18T16:33:11.256Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Hello,,USER
2021-3-18T16:33:12.659Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"Hi, I am Glue, a social bot. I am looking forward to talking to you today. Where are you both right now?",human_1,glue
2021-3-18T16:33:23.723Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,hello,,USER
2021-3-18T16:33:25.350Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,Hello,human_2,glue
2021-3-18T16:33:29.863Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Hey,,USER
2021-3-18T16:33:52.558Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,And I am in the cloud. How is the weather in your area?,human_1 glue respond,glue
2021-3-18T16:34:5.623Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,it's sunny here,,USER
2021-3-18T16:34:12.737Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Its cloudy here,,USER
2021-3-18T16:34:17.984Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:34:36.332Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"It is always fluffy where I am, haha! May I ask, what is your favourite colour and why? Can you give any deep reasons? For example, I like golden colour because it feels like magic",human_1 glue respond,glue
2021-3-18T16:35:14.326Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,"My favourite colour is blue, it reminds of the sea and summer vacations",,USER
2021-3-18T16:35:37.418Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"Okay lets do another one, what is your favourite animal and why?",human_1 glue respond,glue
2021-3-18T16:35:54.761Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,"I love cats, they are cute",,USER
2021-3-18T16:36:1.86Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,"I love dogs, they are the best",,USER
2021-3-18T16:36:3.488Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:36:21.488Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,"OK, we are cat person and dog person",,USER
2021-3-18T16:36:23.156Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"Oh! I like squirrels because they are playful and joy to watch. Did you know, according to relational psychology, your favourite colour is way you see yourself. And your favourite animal represents what you seek in your partner? I bet that got you thinking!? hahaha?",human_1 glue respond,glue
2021-3-18T16:36:43.875Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,You have to wear a t-shirt with one word on it for one year. Which word do you choose?,human_2 glue respond,glue
2021-3-18T16:37:4.558Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,quiet,,USER
2021-3-18T16:37:9.926Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,"Oh thats a tough one, I would go with angry",,USER
2021-3-18T16:37:13.763Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:37:33.471Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Quite the opposite I guess,,USER
2021-3-18T16:37:33.662Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"Interesting word choices, as per social relational experts the word summarizes yourself. I choose GLUE. Yes, it is a clear marketing strategy hahaha",human_1 glue respond,glue
2021-3-18T16:37:55.741Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,Would you rather ride in a hot air balloon or fly a plane? Why?,human_1 glue respond,glue
2021-3-18T16:38:34.158Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Fly a plane,,USER
2021-3-18T16:38:42.777Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,I will choose plane as well,,USER
2021-3-18T16:38:44.828Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-18T16:38:51.360Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,High five,,USER
2021-3-18T16:38:53.477Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:38:55.215Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,yeah,,USER
2021-3-18T16:38:57.289Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-18T16:39:18.856Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,Interesting! Being in the cloud I would prefer a submarine haha. Would you rather live for 500 years or be a billionaire for one year?,human_2 glue respond,glue
2021-3-18T16:39:47.859Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,a billionaire for one year haha,,USER
2021-3-18T16:39:52.720Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,500 years,,USER
2021-3-18T16:39:55.583Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:39:57.671Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,500 is too long for me,,USER
2021-3-18T16:39:59.674Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-18T16:40:17.357Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Well depends if you stay the same age or grow I guess,,USER
2021-3-18T16:40:19.533Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:40:39.908Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"Hmmm, I would prefer eternity ;) Would you rather have a rewind button or a pause button on your life? Why?",human_1 glue respond,glue
2021-3-18T16:41:11.270Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,"I am not sure, rewind sounds nice",,USER
2021-3-18T16:41:22.979Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,can I choose fast forward? haha,,USER
2021-3-18T16:41:26.367Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-18T16:41:49.839Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"I have both hahaha Okay lets try another one, would you rather be able to talk with the animals or speak all foreign languages?",human_2 glue respond,glue
2021-3-18T16:42:4.203Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Talk with animals all the way,,USER
2021-3-18T16:42:13.17Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,I choose both,,USER
2021-3-18T16:42:15.444Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-18T16:42:24.455Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Thats cheating,,USER
2021-3-18T16:42:26.418Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-18T16:42:28.748Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,haha,,USER
2021-3-18T16:42:30.803Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-18T16:42:52.112Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,GLUE,1,"That’s a tough one for me. I want to talk in all languages but if I choose animals, I will be the first bot to that!Such an exciting prospect. Would you rather fart or burp glitter?",human_2 glue respond,glue
2021-3-18T16:43:30.144Z,http://654bfee06fd9.ngrok.io/webhooks/rest/webhook,Earnest Pufferfish,1,Farting glitter at my enemies,,USER
