Admin View,,,,,,
New user Svelte Platypus joined the chat,,,,,,
New user Engaging Babyshark joined the chat,,,,,,
2021-3-20T11:7:8.474Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,hello,,USER
2021-3-20T11:7:9.802Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,"Hi, I am Glue, a social bot. I am looking forward to talking to you today. Where are you both right now?",human_1,glue
2021-3-20T11:7:27.939Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,At home :),,USER
2021-3-20T11:7:40.731Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Svelte Platypus,1,Edinburgh,,USER
2021-3-20T11:9:22.893Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,Hello,human_2,glue
2021-3-20T11:9:29.346Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Svelte Platypus,1,hello,,USER
2021-3-20T11:9:42.348Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,hi,,USER
2021-3-20T11:9:44.175Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,undefined glue keep quiet,glue
2021-3-20T11:10:5.368Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,Hello,human_1 glue respond,glue
2021-3-20T11:12:2.542Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Earnest Babyshark,1,edinbugh too ,,USER
2021-3-20T11:12:27.330Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,And I am in the cloud. How is the weather in your area?,human_2 glue respond,glue
2021-3-20T11:12:42.883Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,sunny :),,USER
2021-3-20T11:12:53.849Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Svelte Platypus,1,It's sunny after a long time.,,USER
2021-3-20T11:12:55.817Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T11:13:17.655Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,GLUE,1,"It is always fluffy where I am, haha! May I ask, what is your favourite colour and why? Can you give any deep reasons? For example, I like golden colour because it feels like magic",undefined glue respond,glue
2021-3-20T11:13:33.179Z,http://f68a2afd3b9d.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,Red. I don't know why :),,USER
