Admin View,,,,,,
New user Amorous Camel joined the chat,,,,,,
New user Engaging Babyshark joined the chat,,,,,,
2021-3-21T18:37:47.183Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,Hello,,USER
2021-3-21T18:37:50.629Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1,glue
2021-3-21T18:38:51.731Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,"Hi, how are you?!!!",,USER
2021-3-21T18:40:6.344Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,Hello,,USER
2021-3-21T18:40:9.403Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,"Hi, I am Glue, a social bot. I am looking forward to talking to you today. Where are you both right now?",human_2,glue
2021-3-21T18:40:18.864Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,Edinburgh,,USER
2021-3-21T18:40:27.948Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,Same! Edinburgh too,,USER
2021-3-21T18:40:34.93Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-21T18:40:45.517Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,"Hey, where in Edinburgh do you live?",,USER
2021-3-21T18:40:50.36Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-21T18:41:4.963Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,"currie , what about you ",,USER
2021-3-21T18:41:9.694Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-21T18:41:28.193Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,Oh! You are both in Edinburgh. I am in the cloud. How is the weather in your area? It's always fluffy where I am! Haha,human_2 glue respond,glue
2021-3-21T18:41:28.477Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,Currie too! I live on campus ,,USER
2021-3-21T18:41:40.966Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,Great! me too,,USER
2021-3-21T18:41:45.519Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-21T18:42:1.846Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,"The weather has been amazing this week, right?",,USER
2021-3-21T18:42:5.383Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,"May I ask, what is your favourite colour and why? Can you give any deep reasons? For example, I like golden colour because it feels like magic.",human_2 glue respond,glue
2021-3-21T18:42:24.793Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,"Interesting, okay lets do another one, what is your favourite animal and why?",human_1 glue respond,glue
2021-3-21T18:42:36.654Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,"Weather is marvelous, fresh air & cool atmosphere ",,USER
2021-3-21T18:42:50.885Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,Mine is Red (Darker ideally),,USER
2021-3-21T18:42:53.812Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-21T18:43:3.181Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,But dont really have a deep reason why,,USER
2021-3-21T18:43:7.325Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Engaging Babyshark,1,How about you?,,USER
2021-3-21T18:43:8.143Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-21T18:43:12.769Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-21T18:43:30.680Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,"I like squirrels because they are playful and joy to watch. Did you know, according to relational psychology, your favourite colour is the way you see yourself and your favourite animal represents what you seek in your partner. What do you think of that? Do you agree?",human_1 glue respond,glue
2021-3-21T18:43:34.265Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,Amorous Camel,1,"cheetah , fastest animal",,USER
2021-3-21T18:43:57.575Z,http://1cc9bf77f342.ngrok.io/webhooks/rest/webhook,GLUE,1,Have either of you done anything interesting in your area lately?,human_2 glue respond,glue
