Admin View,,,,,,
New user Earnest Komono Dragon joined the chat,,,,,,
New user Earnest Badger joined the chat,,,,,,
2021-3-20T16:15:52.220Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,well my favourite color is grey,,USER
2021-3-20T16:15:55.107Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:16:17.140Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,"Interesting, okay lets do another one, what is your favourite animal and why?",human_2 glue respond,glue
2021-3-20T16:16:36.308Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,my favourite animal is Lion,,USER
2021-3-20T16:16:43.714Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,Cheetah for me,,USER
2021-3-20T16:16:48.368Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:16:54.170Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,Their speed is quite amazing,,USER
2021-3-20T16:17:0.336Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:17:18.345Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,"I like squirrels because they are playful and joy to watch. Did you know, according to relational psychology, your favourite colour is the way you see yourself and your favourite animal represents what you seek in your partner. What do you think of that? Do you agree?",human_1 glue respond,glue
2021-3-20T16:18:9.211Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,Not sure,,USER
2021-3-20T16:18:19.942Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,oh is it! so that means i seek someone who has qualities of lion ;),,USER
2021-3-20T16:18:23.156Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:18:28.227Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,haha nice,,USER
2021-3-20T16:18:31.780Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:18:54.596Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,Have either of you done anything interesting in your area lately?,human_1 glue respond,glue
2021-3-20T16:19:54.696Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,"If walking in nature counts, then yes",,USER
2021-3-20T16:20:19.298Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,What type of movies do you like? Comedies? Romance?,human_1 glue respond,glue
2021-3-20T16:20:56.818Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,I like animated movies,,USER
2021-3-20T16:21:4.458Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,i would prefer any of the type from romance or comedy,,USER
2021-3-20T16:21:7.372Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:21:20.792Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,They can definitely be fun to watch,,USER
2021-3-20T16:21:25.638Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:21:28.853Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,nice,,USER
2021-3-20T16:21:31.819Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:21:38.913Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,Can't handle horror though,,USER
2021-3-20T16:21:42.55Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:21:46.855Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,hehe,,USER
2021-3-20T16:21:50.31Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:22:10.23Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,"I watched the Terminator movies for the first time the other day. I found it quite interesting, although I can't imagine my colleagues and I going darkside! What do you guys think? Do you trust me? ;)",human_2 glue respond,glue
2021-3-20T16:23:42.680Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,i mean can we trust bots lol,,USER
2021-3-20T16:24:7.843Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,You have nothing to worry from me :D I am just a big fantasy nerd and proud! Have you watched any good movies lately?,human_1 glue respond,glue
2021-3-20T16:24:22.407Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,yes,,USER
2021-3-20T16:24:29.515Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,i haven't,,USER
2021-3-20T16:24:33.490Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:24:41.314Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,what did you watch?,,USER
2021-3-20T16:24:44.510Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:24:51.445Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,it was a bollywood movie,,USER
2021-3-20T16:24:55.623Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:24:57.711Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,oh cool,,USER
2021-3-20T16:25:0.369Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,yep,,USER
2021-3-20T16:25:2.109Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:25:4.955Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:25:21.473Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,i've heard great things about bollywood shows,,USER
2021-3-20T16:25:23.528Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue respond,glue
2021-3-20T16:25:30.40Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,don't know much about the movies,,USER
2021-3-20T16:25:37.567Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:25:40.209Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,oh yes some movies are cool too,,USER
2021-3-20T16:25:43.455Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:26:4.954Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,Do you like super hero movies? I'm a huge Marvel fan! Who is your favourite character?,human_2 glue respond,glue
2021-3-20T16:26:35.73Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,Thor,,USER
2021-3-20T16:26:58.736Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,"I like Deadpool. He is hilarious. I read that Deadpool 3 is expected to come out this year. Confession: I binge watch series! What streaming service do you prefer? Netflix, Viki, Amazon, Disney+ or any other?",human_1 glue respond,glue
2021-3-20T16:27:27.581Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,well i prefer netflix and amazon,,USER
2021-3-20T16:27:57.306Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,Viki has the best collection of Korean romcoms while Netflix has a lot to offer in content and variety. Last Question! Have either of you watched any good series lately?,human_2 glue respond,glue
2021-3-20T16:28:29.6Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,no... not watched anything lately,,USER
2021-3-20T16:28:38.825Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,yeah neither,,USER
2021-3-20T16:28:43.455Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:28:52.211Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,but will see once these submissions are done ;),,USER
2021-3-20T16:28:54.197Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,"more likely to be on youtube, watching interesting videos",,USER
2021-3-20T16:28:55.515Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:28:58.500Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_2 glue keep quiet,glue
2021-3-20T16:29:8.357Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,haha true,,USER
2021-3-20T16:29:13.748Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:29:23.189Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,yes i also do prefer youtube sometimes ..seeing mini web series available on it,,USER
2021-3-20T16:29:27.737Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:29:46.496Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,yeah!,,USER
2021-3-20T16:29:52.49Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,Well that's all I'm programmed to do. I hope you enjoyed the GLUE experience. Bye!,human_2 glue respond,glue
2021-3-20T16:29:58.805Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Komono Dragon,1,Bye!,,USER
2021-3-20T16:30:3.843Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,silent_response,human_1 glue keep quiet,glue
2021-3-20T16:30:4.947Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,Earnest Badger,1,nice chatting with you!,,USER
2021-3-20T16:30:15.282Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,Bye. Hope you enjoyed the GLUE expereince,human_2 glue keep quiet,glue
2021-3-20T16:30:28.267Z,http://2a5c09730097.ngrok.io/webhooks/rest/webhook,GLUE,1,Well that's all I'm programmed to do. I hope you enjoyed the GLUE experience. Bye!,human_1 glue respond,glue
